# seq	source_rank	word_id	headword	cefr	primary_sense_id	primary_pos
675	2667	2667	inspire	B2	64182	verb
676	2668	2668	install	B2	64188	verb
677	2669	2669	instance	B2	64194	noun
678	2670	2670	institute	B2	64209	noun
679	2671	2671	institution	B2	64226	noun
680	2672	2672	insurance	B2	64220	noun
681	2673	2673	intended	B2	64237	adj
682	2674	2674	intense	B2	64241	adj
683	2675	2675	internal	B2	64246	adj
684	2676	2676	interpret	B2	64255	verb
685	2677	2677	interrupt	B2	64260	verb
686	2678	2678	investigation	B2	64265	noun
687	2679	2679	investment	B2	64266	noun
688	2680	2680	joy	B2	64294	noun
689	2681	2681	judgement	B2	64264	noun
690	2682	2682	junior	B2	64271	adj
691	2683	2683	justice	B2	64302	noun
692	2684	2684	justify	B2	64286	verb
693	2685	2685	labour	B2	64312	noun
694	2686	2686	landscape	B2	64328	noun
695	2687	2687	largely	B2	64308	adv
696	2688	2688	launch	B2	64340	verb
697	2689	2689	leadership	B2	64337	noun
698	2690	2690	league	B2	64356	noun
699	2691	2691	lean	B2	64366	verb
700	2692	2692	licence	B2	64326	noun
701	2693	2693	limited	B2	64382	verb
702	2694	2694	lively	B2	64386	adj
703	2695	2695	load	B2	64409	noun
704	2696	2696	loan	B2	64403	noun
705	2697	2697	logical	B2	64396	adj
706	2698	2698	long-term	B2	64400	adj
707	2699	2699	loose	B2	64451	verb
708	2700	2700	lord	B2	64478	noun
709	2701	2701	lower	B2	64506	adj
710	2702	2702	lung	B2	64503	noun
711	2703	2703	maintain	B2	64492	verb
712	2704	2704	majority	B2	64497	noun
713	2705	2705	mass	B2	64541	noun
714	2706	2706	massive	B2	64525	adj
715	2707	2707	master	B2	64576	noun
716	2708	2708	matching	B2	64536	verb
717	2709	2709	maximum	B2	64562	noun
718	2710	2710	means	B2	64571	noun
719	2711	2711	measurement	B2	64616	noun
720	2713	2713	military	B2	64647	adj
721	2714	2714	mineral	B2	64608	noun
722	2715	2715	minimum	B2	64618	noun
723	2716	2716	minister	B2	64652	noun
724	2717	2717	minor	B2	64660	adj
725	2718	2718	minority	B2	64639	noun
726	2719	2719	mission	B2	64706	noun
727	2720	2720	mixed	B2	64696	verb
728	2721	2721	modify	B2	64702	verb
729	2722	2722	monitor	B2	64720	noun
730	2723	2723	moral	B2	64746	adj
731	2724	2724	motor	B2	64763	noun
732	2725	2725	mount	B2	64775	noun
733	2726	2726	multiple	B2	64735	det
734	2727	2727	multiply	B2	64804	verb
735	2728	2728	mysterious	B2	64759	adj
736	2729	2729	neat	B2	64813	adj
737	2730	2730	nerve	B2	64825	noun
738	2731	2731	nevertheless	B2	64847	adv
739	2732	2732	nightmare	B2	64848	noun
740	2733	2733	notion	B2	64840	noun
741	2734	2734	numerous	B2	64855	det
742	2735	2735	obey	B2	64859	verb
743	2736	2736	objective	B2	64875	adj
744	2737	2737	obligation	B2	64862	noun
745	2738	2738	observation	B2	64867	noun
746	2739	2739	observe	B2	64886	verb
747	2740	2740	obtain	B2	64895	verb
748	2741	2741	occasionally	B2	64891	adv
749	2742	2742	offence	B2	64894	noun
750	2743	2743	offend	B2	64900	verb
751	2744	2744	offensive	B2	64911	adj
752	2745	2745	opening	B2	64916	verb
753	2746	2746	operate	B2	64933	verb
754	2747	2747	opponent	B2	64941	noun
755	2748	2748	oppose	B2	64948	verb
756	2749	2749	opposed	B2	64907	adj
757	2750	2750	opposition	B2	64952	noun
758	2751	2751	organ	B2	64973	noun
759	2752	2752	origin	B2	64967	noun
760	2753	2753	otherwise	B2	64963	adv
761	2754	2754	outcome	B2	64959	noun
762	2755	2755	outer	B2	64983	adj
763	2756	2756	outline	B2	65004	noun
764	2757	2757	overall	B2	64996	adj
765	2758	2758	owe	B2	65001	verb
766	2759	2759	pace	B2	65038	noun
767	2760	2760	panel	B2	65015	noun
768	2761	2761	parliament	B2	65058	noun
769	2762	2762	participant	B2	65064	noun
770	2763	2763	partly	B2	65067	adv
771	2764	2764	passage	B2	65068	noun
772	2765	2765	pension	B2	65088	noun
773	2766	2766	permanent	B2	65097	adj
774	2767	2767	permit	B2	65113	verb
775	2768	2768	perspective	B2	65103	noun
776	2769	2769	phase	B2	65124	noun
777	2770	2770	phenomenon	B2	65142	noun
778	2771	2771	philosophy	B2	65149	noun
779	2772	2772	pile	B2	65158	noun
780	2773	2773	pitch	B2	65228	noun
781	2774	2774	plain	B2	65201	adj
782	2775	2775	pointed	B2	65187	verb
783	2776	2776	popularity	B2	65195	noun
784	2777	2777	pose	B2	65299	noun
785	2778	2778	possess	B2	65313	verb
786	2779	2779	potential	B2	65290	noun
787	2780	2780	praise	B2	65329	noun
788	2781	2781	pregnant	B2	65352	adj
789	2782	2782	preparation	B2	65332	noun
790	2783	2783	presence	B2	65341	noun
791	2784	2784	preserve	B2	65361	noun
792	2785	2785	prime	B2	65391	adj
793	2786	2786	principle	B2	65380	noun
794	2787	2787	priority	B2	65374	noun
795	2788	2788	privacy	B2	65367	noun
796	2789	2789	procedure	B2	65431	noun
797	2790	2790	proof	B2	65438	noun
798	2791	2791	proposal	B2	65457	noun
799	2792	2792	propose	B2	65463	verb
800	2793	2793	prospect	B2	65470	noun
801	2794	2794	protection	B2	65484	noun
802	2795	2795	psychologist	B2	65469	noun
803	2796	2796	psychology	B2	65494	noun
804	2797	2797	publication	B2	65498	noun
805	2798	2798	pupil	B2	65501	noun
806	2799	2799	purchase	B2	65506	noun
807	2801	2801	pursue	B2	65522	verb
808	2802	2802	rank	B2	65530	adj
809	2803	2803	rapid	B2	65572	adj
810	2804	2804	rapidly	B2	65529	adv
811	2805	2805	raw	B2	65589	adj
812	2806	2806	realistic	B2	65581	adj
813	2807	2807	reasonable	B2	65584	adj
814	2808	2808	recall	B2	65610	verb
815	2809	2809	recover	B2	65624	verb
816	2810	2810	reduction	B2	65640	noun
817	2811	2811	regard	B2	65652	noun
818	2812	2812	regional	B2	65663	adj
819	2813	2813	register	B2	65682	noun
820	2814	2814	regret	B2	65713	verb
821	2815	2815	regulation	B2	65670	noun
822	2816	2816	relatively	B2	65668	adv
823	2817	2817	relevant	B2	65678	adj
824	2818	2818	relief	B2	65721	noun
825	2819	2819	rely	B2	65720	verb
826	2820	2820	remark	B2	65740	noun
827	2821	2821	representative	B2	65755	adj
828	2822	2822	reputation	B2	65754	noun
829	2823	2823	requirement	B2	65751	noun
830	2824	2824	rescue	B2	65769	verb
831	2825	2825	reserve	B2	65799	noun
832	2826	2826	resident	B2	65789	noun
833	2827	2827	resist	B2	65784	verb
834	2828	2828	resolve	B2	65825	verb
835	2829	2829	resort	B2	65846	noun
836	2830	2830	retain	B2	65856	verb
837	2831	2831	reveal	B2	65821	noun
838	2832	2832	revolution	B2	65878	noun
839	2833	2833	reward	B2	65895	noun
840	2834	2834	rhythm	B2	65886	noun
841	2835	2835	rid	B2	65902	verb
842	2836	2836	root	B2	65982	noun
843	2837	2837	rub	B2	65924	noun
844	2838	2838	rubber	B2	65950	noun
845	2839	2839	rural	B2	65938	adj
846	2840	2840	rush	B2	66016	noun
847	2841	2841	satellite	B2	65972	noun
848	2842	2842	satisfied	B2	65940	verb
849	2843	2843	satisfy	B2	65943	verb
850	2844	2844	saving	B2	66047	noun
851	2845	2845	scale	B2	66113	noun
852	2846	2846	scheme	B2	66060	noun
853	2847	2847	scream	B2	66087	noun
854	2848	2848	sector	B2	66072	noun
855	2849	2849	secure	B2	66099	adj
856	2850	2850	seek	B2	66159	verb
857	2851	2851	select	B2	66095	adj
858	2852	2852	selection	B2	66147	noun
859	2853	2853	self	B2	66189	pron
860	2854	2854	senior	B2	66168	adj
861	2855	2855	sensitive	B2	66179	adj
862	2856	2856	sequence	B2	66204	noun
863	2857	2857	session	B2	66224	noun
864	2858	2858	settle	B2	66234	verb
865	2859	2859	severe	B2	66216	adj
866	2862	2862	shallow	B2	66329	adj
867	2863	2863	shame	B2	66305	noun
868	2864	2864	shelter	B2	66319	noun
869	2865	2865	shock	B2	66342	noun
870	2866	2866	shocked	B2	66219	adj
871	2867	2867	shooting	B2	66296	adj
872	2868	2868	shot	B2	66411	adj
873	2869	2869	significant	B2	66396	adj
874	2870	2870	significantly	B2	66395	adv
875	2871	2871	silence	B2	66403	noun
876	2872	2872	silk	B2	66444	noun
877	2873	2873	sincere	B2	66441	adj
878	2874	2874	slave	B2	66557	noun
879	2875	2875	slide	B2	66567	verb
880	2876	2876	slight	B2	66456	adj
881	2877	2877	slip	B2	66504	verb
882	2878	2878	slope	B2	66484	noun
883	2879	2879	solar	B2	66476	adj
884	2880	2880	somewhat	B2	66499	adv
885	2881	2881	soul	B2	66612	noun
886	2882	2882	specialist	B2	66604	adj
887	2883	2883	species	B2	66625	noun
888	2884	2884	spiritual	B2	66638	adj
889	2885	2885	split	B2	66663	verb
890	2886	2886	sponsor	B2	66652	noun
891	2887	2887	stable	B2	66700	noun
892	2888	2888	stare	B2	66646	verb
893	2889	2889	status	B2	66656	noun
894	2890	2890	steady	B2	66715	adj
895	2891	2891	steel	B2	66757	noun
896	2892	2892	steep	B2	66729	adj
897	2893	2893	sticky	B2	66739	adj
898	2894	2894	stiff	B2	66790	adj
899	2895	2895	stock	B2	66884	noun
900	2896	2896	stream	B2	66829	noun
901	2897	2897	stretch	B2	66853	verb
902	2898	2898	strict	B2	66821	adj
903	2899	2899	strike	B2	66949	verb
904	2900	2900	struggle	B2	66944	noun
905	2901	2901	submit	B2	66846	verb
906	2902	2902	sum	B2	67021	noun
907	2903	2903	surgery	B2	67035	noun
908	2904	2904	surround	B2	67044	verb
909	2905	2905	surrounding	B2	66941	verb
910	2906	2906	suspect	B2	67061	verb
911	2907	2907	swear	B2	67048	verb
912	2908	2908	sweep	B2	67069	verb
913	2909	2909	sympathy	B2	67112	noun
914	2910	2910	tale	B2	67125	noun
915	2911	2911	tank	B2	67158	noun
916	2912	2912	tear	B2	67184	verb
917	2913	2913	temporary	B2	67121	adj
918	2914	2914	therapy	B2	67144	noun
919	2915	2915	threat	B2	67152	noun
920	2916	2916	threaten	B2	67139	verb
921	2917	2917	thus	B2	67149	adv
922	2918	2918	tone	B2	67201	noun
923	2919	2919	tough	B2	67222	adj
924	2920	2920	transfer	B2	67277	verb
925	2921	2921	transform	B2	67250	verb
926	2922	2922	transition	B2	67235	noun
927	2923	2923	trial	B2	67259	noun
928	2924	2924	tropical	B2	67297	adj
929	2925	2925	truly	B2	67302	adv
930	2926	2926	trust	B2	67340	noun
931	2927	2927	tune	B2	67322	noun
932	2929	2929	ultimately	B2	67305	adv
933	2930	2930	unconscious	B2	67365	adj
934	2931	2931	unexpected	B2	67369	adj
935	2932	2932	unique	B2	67381	adj
936	2933	2933	universe	B2	67409	name
937	2934	2934	unknown	B2	67376	adj
938	2935	2935	upper	B2	67391	adj
939	2936	2936	upwards	B2	67371	adv
940	2937	2937	urban	B2	67386	adj
941	2938	2938	urge	B2	67434	noun
942	2939	2939	vary	B2	67421	verb
943	2940	2940	vast	B2	67430	adj
944	2941	2941	venue	B2	67443	noun
945	2942	2942	via	B2	67449	noun
946	2943	2943	victory	B2	67454	noun
947	2944	2944	violence	B2	67457	noun
948	2945	2945	virtual	B2	67481	adj
949	2946	2946	vision	B2	67499	noun
950	2947	2947	visual	B2	67462	adj
951	2948	2948	vital	B2	67472	adj
952	2949	2949	vitamin	B2	67469	noun
953	2950	2950	volume	B2	67522	noun
954	2952	2952	weakness	B2	67512	noun
955	2953	2953	wealth	B2	67541	noun
956	2954	2954	wealthy	B2	67544	adj
957	2955	2955	whereas	B2	67548	adv
958	2956	2956	wherever	B2	67552	adv
959	2957	2957	whisper	B2	67572	noun
960	2958	2958	whom	B2	67561	pron
961	2959	2959	widely	B2	67567	adv
962	2960	2960	wildlife	B2	67559	noun
963	2961	2961	willing	B2	67569	adj
964	2962	2962	wire	B2	67588	noun
965	2963	2963	wise	B2	67617	adj
966	2964	2964	witness	B2	67628	noun
967	2965	2965	wound	B2	67640	noun
968	2966	2966	wrap	B2	67646	verb
969	2967	2967	zone	B2	67664	noun
